ReviewID,ReviewTime,R_Ovrall,CEO,Outlook,WorkLife,Culture,Diversity,Senior,Recommend,Career,Compens,EmployerID,Current,Length,Status,JobEnd,Title,Location,pro,cons,summary,advice,helpful,nothelpful,spgroup
45344049,"""2021-04-11T12:23:07.923""",3,null,null,3,3,3,2,null,4,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:20850""}",null,Paid time off other benefits,Poor training and management system,Working environment,null,0,0,sp500
45338736,"""2021-04-11T09:17:56.860""",3,"""NO_OPINION""","""NEGATIVE""",3,2,3,2,"""NEGATIVE""",2,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:20850""}","{""__ref"":""City:1133904""}",Good job for starting off,No room to move up even though they said that they encourage growth \r\nToxic “we’re like family� work environment who would manipulate you and guilt you into staying hours you don’t want to stay and helping with work that isn’t your job to do,Good starting job,null,0,0,sp500
45337871,"""2021-04-11T08:46:27.527""",4,null,"""POSITIVE""",4,3,4,4,"""POSITIVE""",4,3,8876,FALSE,6,"""REGULAR""",2020,"{""__ref"":""JobTitle:21083""}","{""__ref"":""City:2865319""}","Great work life balance, internal job moves,growth",None to consider so far,Review,"""None""",0,0,sp500
45337871,"""2021-04-11T08:46:27.527""",4,null,"""POSITIVE""",4,3,4,4,"""POSITIVE""",4,3,8876,FALSE,6,"""REGULAR""",2020,"{""__ref"":""JobTitle:21083""}","{""__ref"":""City:2865319""}","Great work life balance, internal job moves,growth",None to consider so far,Review,"""None""",0,0,sp500
45335954,"""2021-04-11T07:35:03.533""",4,"""APPROVE""","""POSITIVE""",3,4,4,3,"""POSITIVE""",4,4,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:62731""}","{""__ref"":""City:2739035""}","Great people, very friendly and collaborative.",Group-wide it's still too US-centric and doesn't really factor other locations into policies and decisions.,Great comradary in the office. Not very innovative.,"""Nurture promsising talent. Less bureaucracy, more innovation.""",0,0,sp500
45334613,"""2021-04-11T06:44:53.250""",4,"""NO_OPINION""","""NEUTRAL""",4,5,5,3,null,3,4,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:47226""}","{""__ref"":""City:1138579""}","Great culture, really about customers first and courtesy, relaxed sales environment as its more about relationship building. Appointment based for bankers allows more time to prepare and plan to make appointments effective.",Inconsistencies between the branch and phone bank leads to customer dissatisfaction. Current downsizing resulted stressful environment. Inconsistent branch operations leads to customer dissatisfaction. Little ability to submit employee feedback to the upper management.,Much improved bank but still has opportunities,"""Branch staff is well trained but call centers are not, leads to misinformation that at the branch level we take the brunt end of. Bad for customer relations and frustrating for employees. Train your call center teams better.""",0,0,sp500
45329444,"""2021-04-11T01:50:17.133""",4,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",4,5,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1127927""}",The company benefits are nice. Working at branch level is also fun because your coworkers become like family since it’s a small group that works together.,"It is a big bank after all, so it’s common to feel like just a number or replaceable in the grand scheme of things.",Great work environment,null,0,0,sp500
45321714,"""2021-04-10T17:56:26.407""",5,"""APPROVE""","""POSITIVE""",5,5,5,4,"""POSITIVE""",3,5,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:47227""}",null,"The benefits are great! 401k, FMLA, and PTO",Politics play a big role on promotions.,Personal Banker,null,0,0,sp500
45321138,"""2021-04-10T17:23:14.563""",3,"""NO_OPINION""","""NEGATIVE""",0,0,0,0,"""POSITIVE""",0,0,8876,TRUE,2,"""PART_TIME""",null,"{""__ref"":""JobTitle:19561""}",null,"promotions, people, advancement, and network","benefits, business structure, lack of comradery",bank teller,null,0,0,sp500
45320763,"""2021-04-10T16:52:38.300""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:12050""}","{""__ref"":""City:1127429""}","Company is changing its direction. Its a Customer 1st Relationship Building environment. By helping customers meet their financial goals, the sales will come.",The one constant is change. Some District Managers are micromanagers and never let up. Managers are no longer allowed to come in early or stay late to have uninterrupted time. High expectations with a reduced staff.,Customer 1st Sales Environment,null,0,0,sp500
45318627,"""2021-04-10T15:08:50.923""",3,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:51994""}","{""__ref"":""City:1138644""}",Job is easy.. lot of guidelines to remember but overall easy to do,Nothing yet so far ...,Underwriter,null,0,0,sp500
45317788,"""2021-04-10T14:31:54.790""",2,"""APPROVE""","""POSITIVE""",2,2,3,2,"""NEGATIVE""",2,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:41051""}","{""__ref"":""City:1139993""}",Change in culture as a result of a new CEO,Mixture equates to culture clash for longer tenured employees.,Culture,"""Identify focus areas each year. Feels like a lot of activity with no logic behind it.""",0,0,sp500
45317012,"""2021-04-10T13:52:36.997""",1,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:1413253""}","{""__ref"":""City:1155778""}",Great medical and 401l benefits decent pto,No job security people get laid off with no notice at all,Never know how long you will have your job,null,0,0,sp500
45314799,"""2021-04-10T12:13:12.987""",1,"""DISAPPROVE""","""NEGATIVE""",3,1,1,1,"""NEGATIVE""",1,3,8876,FALSE,2,"""REGULAR""",2021,"{""__ref"":""JobTitle:20213""}","{""__ref"":""City:1145845""}",None. They are the same lowlife bank they always were.,"Gaslighting, intimidation, bullying, lying, etc.","I was gaslighted and let go for \""performance\"" despite being a top performer.","""Turn into human beings.""",0,0,sp500
45308238,"""2021-04-10T07:48:54.730""",5,null,null,5,4,5,3,null,5,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:1301585""}","{""__ref"":""City:1138644""}",Great environment to work and learn.,It is very disorganized with little accountability.,Good,null,0,0,sp500
45307645,"""2021-04-10T07:26:45.597""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:933863""}","{""__ref"":""City:2940587""}",Good learning. Good recognition for employees.,Bring in more technology. More onsite opportunity.,Great opportunity to learn,null,0,0,sp500
45307350,"""2021-04-10T07:11:51.473""",5,null,null,5,5,5,5,null,5,5,8876,FALSE,0,"""REGULAR""",2020,"{""__ref"":""JobTitle:37856""}","{""__ref"":""City:2363570""}","Good company, nice office, caring culture",The company offers a good salary but the schedule is grave yard shift. Not stable due to redundancy.,Good Company,null,0,0,sp500
45305211,"""2021-04-10T05:42:11.533""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:38037""}",null,"Benefits are good, management is fair",Nothing that I can think of,Good place to work,null,0,0,sp500
45304152,"""2021-04-10T04:50:25.617""",4,"""APPROVE""",null,4,4,4,4,"""POSITIVE""",4,4,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:18785""}","{""__ref"":""City:2940587""}","Good Work Life Balance, Job security",Technical Work is little less,Assistant Vice President,null,0,0,sp500
45300067,"""2021-04-10T01:02:06.303""",5,null,null,5,5,5,5,null,5,5,8876,TRUE,0,"""REGULAR""",null,null,null,Employee friendly. Very good company to work,There is nothing to say about this company,Good company,null,0,0,sp500
45298994,"""2021-04-10T00:03:34.423""",3,null,"""NEGATIVE""",4,1,1,3,"""NEGATIVE""",3,4,8876,TRUE,4,"""REGULAR""",null,null,null,Very good work life balance\nFree transport\nNo work pressure\nInternet reimbursement\nShift allowance,"The main con is the management. Managers play a lot of cheap politics and ruin the careers of employees whom they don’t like. Though higher management strives to bring out the best, those changes will not be adopted by direct managers. HR Department doesn’t even exist. No career growth.",Good for lethargic people,"""Please fire all the managers and hire new ones.""",0,0,sp500
45296698,"""2021-04-09T22:01:40.453""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:61145""}","{""__ref"":""City:1148170""}",Pay was good and job stable,There are hard lines for mistakes,wells fargo,null,0,0,sp500
45294970,"""2021-04-09T20:38:56.703""",3,"""NO_OPINION""","""NEUTRAL""",5,2,3,2,"""NEGATIVE""",2,3,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:3333769""}","{""__ref"":""City:1139977""}",Working Remote...I was already remote prior to COVID,"raises are a joke, and no growth opportunity unless you know someone, and the job interview questions as of 2020 to the present time are unrealistic...they should be worried about how we would fix a problem in the present time or in the future....now how we handled a totally non related situation the past.",ehhhh..its all about who you know if you work at one of the major footprint\u002Fhub locations,"""stop promoting your friends and off the clock buddies.""",0,0,sp500
45293310,"""2021-04-09T19:26:48.673""",5,"""NO_OPINION""","""NEUTRAL""",4,4,5,3,"""POSITIVE""",5,3,8876,TRUE,1,"""REGULAR""",null,"{""__ref"":""JobTitle:51969""}","{""__ref"":""City:1142551""}","Flexible hours, You can easily make money with commission\u002F overtime. I had amazing manager",Low Salary for work load.,Enjoy working at Wellsfargo,null,0,0,sp500
45285742,"""2021-04-09T14:37:53.013""",3,"""NO_OPINION""","""NEUTRAL""",3,3,4,3,"""NEGATIVE""",3,3,8876,FALSE,0,"""REGULAR""",2020,"{""__ref"":""JobTitle:61467""}","{""__ref"":""City:1133904""}",Many opportunities to stretch &amp; grow professionally,Very large corporation with complex matrix reporting,Large corporation - many opportunities- constant change,null,0,0,sp500
45282928,"""2021-04-09T13:22:59.847""",5,null,null,0,0,0,0,null,0,0,8876,FALSE,2,"""REGULAR""",2020,"{""__ref"":""JobTitle:50114""}","{""__ref"":""City:1138960""}",Work Self Explanatory. Trust so minimum supervision,No process in place pertaining to Release Management,Working as a Release Manager at Wells Fargo,null,0,0,sp500
45280314,"""2021-04-09T12:19:20.280""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""PART_TIME""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:3901219""}",Great team and good benefits,Working on Saturday and your break is not paid.,Great,null,0,0,sp500
45277502,"""2021-04-09T11:22:52.727""",4,"""NO_OPINION""","""NEUTRAL""",3,3,2,2,"""POSITIVE""",4,2,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:55561""}","{""__ref"":""City:1140494""}",I like the people I work with\r\nEncourage work-life balance,Reward people who don't have work-life balance which conflicts with what they say they value\r\nSo many re-orgs\r\nChange in management affects my development and career advancement,Good Culture Not Many Incentives,"""Value stability, diversity, and holistic well-being of employees.""",0,0,sp500
45277048,"""2021-04-09T11:13:59.800""",3,"""APPROVE""","""NEUTRAL""",3,3,3,3,"""POSITIVE""",2,5,8876,FALSE,6,"""REGULAR""",2018,"{""__ref"":""JobTitle:598732""}","{""__ref"":""City:1138644""}",Most teams on the technology and business side are wonderful to work with\r\nOpportunities to work on highly complex systems,Timelines are extremely aggressive\r\nTechnology is outdated,Good and bad,null,0,0,sp500
45275885,"""2021-04-09T10:48:06.993""",3,"""NO_OPINION""","""NEUTRAL""",3,1,5,1,"""NEGATIVE""",3,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:51984""}","{""__ref"":""City:1133435""}",Great benefits and time off,Company has lost sight of their employees,Losing sight,"""You need to remember there are employees behind every decision not just a customer""",0,0,sp500
45275929,"""2021-04-09T10:45:50.200""",3,"""DISAPPROVE""","""NEGATIVE""",4,4,5,1,"""NEGATIVE""",4,3,8876,FALSE,6,"""REGULAR""",2020,"{""__ref"":""JobTitle:61145""}","{""__ref"":""City:1133904""}","Benefits, PTO, career options, Networking events.","Clique management, ability of management to sideline to transfer. Generally npc remote options. Unwillingness to support work life balance needs.",Many opportunities yet not enough controls for managers,"""Place controls around managers to be sure they are not able to intervene in the event the Team Member wants to go to another department.""",0,0,sp500
45272626,"""2021-04-09T09:39:03.307""",1,"""NO_OPINION""",null,0,0,0,0,"""NEGATIVE""",0,0,8876,FALSE,0,"""REGULAR""",2021,"{""__ref"":""JobTitle:134207""}","{""__ref"":""City:1147401""}",Access to managers if you know the right people,No work life balance if you expect to succeed.,Tough gig,"""Fix the company""",0,0,sp500
45269920,"""2021-04-09T08:42:07.360""",3,"""NO_OPINION""","""POSITIVE""",2,3,3,4,"""NEGATIVE""",3,4,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1148170""}","Security in pay, good job to start financial career",No promotions. lack of development,It’s alright,"""Management at this specific branch needs to focus on their employees and focus on their development""",0,0,sp500
45268438,"""2021-04-09T08:10:08.050""",5,null,null,1,5,5,5,null,5,5,8876,FALSE,0,"""REGULAR""",2021,"{""__ref"":""JobTitle:46519""}",null,Great resources and growth opportunties,Long hours and hard work life balance.,Great job,null,0,0,sp500
45268231,"""2021-04-09T08:04:26.460""",5,"""APPROVE""","""POSITIVE""",3,4,5,5,"""POSITIVE""",5,4,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:378814""}",null,"Great company, supportive management, growth, trust","Communication, learning opportunities, silos, structure",Great company,null,0,0,sp500
45267448,"""2021-04-09T07:43:22.910""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,null,null,best company to work for long run,learning is less and work pressure is less,QA automation engineer,null,0,0,sp500
45263159,"""2021-04-09T06:10:57.647""",3,"""APPROVE""","""NEUTRAL""",5,4,5,4,"""NEGATIVE""",2,4,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:23393""}","{""__ref"":""City:1158469""}",Great benefits. A lot of vacation time even in your first year. Diverse group of employees.,35 hours a week on the phone. Angry customers.,Decent,null,0,0,sp500
45259142,"""2021-04-09T04:25:33.917""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:145585""}","{""__ref"":""City:1138644""}","Great culture, good pay, good people",Room for movement within company can be limited,Good company,null,0,0,sp500
45258440,"""2021-04-09T03:59:43.160""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,null,null,This company is good good,Nothing to mention about this,Good,null,0,0,sp500
45255453,"""2021-04-09T02:15:42.707""",4,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2021,"{""__ref"":""JobTitle:1557""}",null,"Good work life balance, supportive teams",Getting Promoted takes some time,A great company to work at,null,0,0,sp500
45255288,"""2021-04-09T02:11:31.880""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1150505""}","Great Management, cares about employees",i have personally never had a bad experience,Great Company,null,0,0,sp500
45250006,"""2021-04-08T23:00:13.557""",4,"""NO_OPINION""","""POSITIVE""",4,3,3,3,"""POSITIVE""",4,3,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:26556""}","{""__ref"":""City:1142551""}",Lots of opportunity for movement,Big companies get lost in the fold sometimes,Good company,null,0,0,sp500
45247699,"""2021-04-08T21:38:31.727""",3,"""NO_OPINION""","""NEGATIVE""",2,2,3,3,"""NEGATIVE""",3,1,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:63402""}","{""__ref"":""City:1133904""}",The people are great to work with.,Their salaries for management is not competitive for the market.,The good\u002Fbad,"""Take card if your front line managers better!""",0,0,sp500
45245302,"""2021-04-08T20:18:16.300""",5,null,null,5,5,3,2,null,5,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:43918""}","{""__ref"":""City:1132348""}","Opportunity to grow, learn and make money",Executives change initiatives constantly without explanation.,Good Experience,null,0,0,sp500
45244978,"""2021-04-08T20:05:27.250""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:3005758""}","{""__ref"":""City:1132348""}",This place is great for young talent,Very long hours and but otherwise worth it,Great experience,null,0,0,sp500
45244171,"""2021-04-08T19:41:16.550""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:380616""}","{""__ref"":""City:1151614""}",Great pay and benefits and PTO,Training is not the best on preparing you for roles,Good,null,0,0,sp500
45239151,"""2021-04-08T17:08:48.447""",5,null,null,4,3,4,1,null,1,5,8876,TRUE,2,"""PART_TIME""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1154170""}",Great Pay\nGreat benifits \nTime off,No real room for advancement \nHave to apply to multiple locations in order to become a full-time employee\nstart as part-time only can not start full time,Good company to work for,"""My branch had excellent management accept for our branch manager she would be little you and make you feel like you will never advance in your career wether within the banking industry or outside of it.""",0,0,sp500
45239047,"""2021-04-08T17:05:46.880""",5,"""APPROVE""",null,4,4,4,4,null,4,4,8876,FALSE,4,"""REGULAR""",2020,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1152716""}",Great management and team members.,None to think of at the moment.,Wells,null,0,0,sp500
45239023,"""2021-04-08T16:25:30.627""",1,null,"""NEGATIVE""",1,1,1,1,"""NEGATIVE""",1,1,8876,FALSE,2,"""PART_TIME""",2019,"{""__ref"":""JobTitle:20850""}","{""__ref"":""City:1132348""}",Best part about working here was getting to go home.,EVERYTHING. its completely awful working here.,TRASH,"""Hire people that are actually qualified to be managers""",0,0,sp500
45236026,"""2021-04-08T15:40:23.330""",3,"""APPROVE""","""POSITIVE""",3,4,2,2,"""POSITIVE""",3,4,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1148170""}","Great work culture, flexible timings","Very busy, short breaks, few holidays",Great place to work,null,0,0,sp500
45234020,"""2021-04-08T14:49:59.510""",2,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:35326""}","{""__ref"":""City:1147401""}","Wells has a pretty collegial culture - the people you work with on a day to day basis are pretty nice, if often ineffective.",The regulatory mess hamstrings progress on many fronts. The executives in place are not that comptent.,Just read the news...,null,0,0,sp500
45233345,"""2021-04-08T14:37:00.877""",4,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""PART_TIME""",2019,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1146821""}",good way to start and can be promoted within,really depends on the manager,Good way to start,null,0,0,sp500
45229731,"""2021-04-08T13:09:00.420""",2,"""NO_OPINION""","""NEGATIVE""",2,1,1,1,"""NEGATIVE""",2,2,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:20850""}",null,"It pays your bills, they’ve done better than most banks for covid procedures.","Management sucks, their personal pto and time off policies make it feel like you need to always be there no matter what happens. They pretend it always about the customer, but really it’s just about digital banking. Their HR department is a joke, don’t even bother calling them because they won’t help you. They try overly hard to be inclusive, but really it’s all just a show and they don’t care.",It pays bills.,null,0,0,sp500
66165631,"""2022-06-30T17:22:41.433""",1,null,null,1,1,1,1,null,1,1,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:47221""}",null,Not really any good reasons to work here.,Very sales pushy. Acts like they care for customers bit just want sales,Bad conpany,null,0,0,sp500
66165041,"""2022-06-30T16:59:14.473""",3,null,"""NEGATIVE""",2,2,4,1,null,3,1,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:20850""}",null,Coworkers. Light work. Customers. EasyNo saturdays,Benefits. Management. Boring. No bonuses. Etc,Teller,null,0,0,sp500
66164540,"""2022-06-30T16:41:10.160""",3,"""APPROVE""","""NEUTRAL""",3,3,4,4,"""NEGATIVE""",3,5,8876,FALSE,2,"""REGULAR""",2021,"{""__ref"":""JobTitle:20850""}",null,They have great benefits according to std,They will fire you if they remove the position \nThey won’t give opportunities if you wanna move to diff branch for less hours\nThey don’t pay enough for what you do,Not anymore good to work for,"""The location i worked at was ok but not the best""",0,0,sp500
66160585,"""2022-06-30T14:27:04.130""",4,"""APPROVE""","""POSITIVE""",3,4,4,3,"""POSITIVE""",4,4,8876,FALSE,0,"""REGULAR""",2022,"{""__ref"":""JobTitle:1189337""}",null,"Lovely buch of applications, which deals in Investment banking",Not as such except a bit working on weekends,Awesome org for investment Banking,null,0,0,sp500
66159057,"""2022-06-30T13:48:03.103""",3,"""DISAPPROVE""","""NEGATIVE""",4,1,1,3,"""NEGATIVE""",1,3,8876,FALSE,20,"""REGULAR""",2021,"{""__ref"":""JobTitle:41580""}",null,Good work life balance\nDecent benefits,Poor leadership \nNo direction and colleagues leaving\nLack of diversity and understanding amongst leadership,Review,null,0,0,sp500
66157898,"""2022-06-30T13:14:51.537""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,FALSE,1,"""REGULAR""",2022,"{""__ref"":""JobTitle:3284916""}",null,Phenomenal Management team that runs the LOB. They're there to assist with any questions\u002Fconcerns you may have.,"I think the only downside is a requirement to be in office, if that's even a con.",Awesome LOB,null,0,0,sp500
66156948,"""2022-06-30T12:50:39.283""",4,null,null,5,4,4,4,null,3,4,8876,FALSE,0,"""REGULAR""",2022,"{""__ref"":""JobTitle:20850""}",null,"pays higher than most banks for Tellers,",The whole banking industry is down sizing,Great Pay - but position will soon be gone,null,0,0,sp500
66155529,"""2022-06-30T12:14:03.120""",3,null,null,3,3,5,3,null,3,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:51984""}","{""__ref"":""City:1142551""}",Pay benefits paid time off,Assumed over time more concerned with reports than customers,Salary,"""Hire from within don’t need manager experience only for a manager job""",0,0,sp500
66154487,"""2022-06-30T11:48:36.047""",3,"""APPROVE""","""NEUTRAL""",2,2,3,2,"""NEGATIVE""",1,4,8876,FALSE,4,"""REGULAR""",2021,"{""__ref"":""JobTitle:211058""}","{""__ref"":""City:1132348""}",Great Benefits and Salary. Nice People.,Bias against NY\u002FNJ based employees. Change is very difficult because long term employees always believe they are correct (even after multiple Regulatory Actions).,Management can't get out of their own way!,"""You get what you pay for...being cheap by hiring outside of NY\u002FNJ results in poor work and regulatory fines.""",0,0,sp500
66153125,"""2022-06-30T11:13:22.093""",3,"""APPROVE""","""NEUTRAL""",4,2,3,1,"""NEGATIVE""",1,3,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:17959""}","{""__ref"":""City:2865319""}",Good work life balance\r\nGood initial compensation,No sense of direction\r\nNo growth prospects\r\nAppraisal process very opaque,Good for people who want to coast,"""Be more transparent""",0,0,sp500
45224889,"""2021-04-08T11:36:12.027""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:12628""}",null,"Overall is good, best place to work",Facilities are awesome in Wells,Good,"""Ododocitztidoxitiy""",0,0,sp500
45222447,"""2021-04-08T10:55:52.890""",3,null,null,5,3,4,3,null,4,5,8876,FALSE,1,"""PART_TIME""",2019,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1127676""}","Work schedule, decent hourly pay rate, time off",Very strict about going over allotted hours,Okay,null,0,0,sp500
45216963,"""2021-04-08T09:19:44.627""",5,null,null,5,4,5,5,null,4,4,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:17959""}","{""__ref"":""City:2865319""}","Work life balance , Good package , good manage ment",Management needs to concentrate on some advanced technology,Great company,null,0,0,sp500
45210605,"""2021-04-08T07:32:15.267""",3,null,"""NEUTRAL""",3,3,3,3,"""POSITIVE""",3,3,8876,FALSE,0,"""PART_TIME""",2018,"{""__ref"":""JobTitle:44836""}",null,Good experience for the time,Pay is not that much,Rep,null,0,0,sp500
45209727,"""2021-04-08T07:16:49.480""",2,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2021,"{""__ref"":""JobTitle:45853""}","{""__ref"":""City:1150517""}",Hours and benefits were mediocre,Management is difficult \r\nSales are driven,Do not recommend,null,0,0,sp500
45199915,"""2021-04-08T03:37:48.023""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:17959""}","{""__ref"":""City:2865319""}",It's a very employee friendly company,There are no much cons,Performance engineering,null,0,0,sp500
45190928,"""2021-04-07T22:37:15.933""",3,null,null,3,2,3,2,null,3,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:50977""}",null,"Great place to begin your career, supportive team members","Managing tight deadlines, large daily workload",What you make it,null,0,0,sp500
45190182,"""2021-04-07T22:14:00.840""",1,"""NO_OPINION""","""NEGATIVE""",2,2,2,2,"""NEGATIVE""",3,4,8876,TRUE,1,"""REGULAR""",null,"{""__ref"":""JobTitle:4279""}","{""__ref"":""City:2940587""}",1. Benefits\n2. Leave policy\n3. Nice office\n4. Free Transport,"Shift timings, which they won't tell you during interview, only once you join!\nCalls start at 8pm and go till 11pm.\nOld technologies.\nIrritating mail culture.\n9 hours shift.",Shift timings!!,"""Be transparent when hiring a candidate.""",5,0,sp500
45189134,"""2021-04-07T21:34:52.673""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:22952""}","{""__ref"":""City:1147234""}",Great benefits and talented people,Still caught up in regulatory issues,Historic company,null,0,0,sp500
45188300,"""2021-04-07T21:07:35.210""",1,"""DISAPPROVE""","""NEUTRAL""",1,1,5,1,"""NEGATIVE""",1,1,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:63184""}","{""__ref"":""City:1142551""}","Flexibility with Hours, Good for entry level position to transition to other departments. Employment retention is so bad. The office managers are unexperienced and the Top Managers are unresponsive. The Company Structure is really messed up.",Pay Raise\u002FRate is Trash and Managers Unskilled.,Over Work and Under Paid,"""Hire those with experience in the department. This discourages people to apply for and lead or management positions, since they are hiring outside of the department.""",0,0,sp500
45188135,"""2021-04-07T20:59:17.893""",3,"""APPROVE""","""NEUTRAL""",5,3,5,3,"""POSITIVE""",3,4,8876,FALSE,9,"""REGULAR""",2020,"{""__ref"":""JobTitle:6288""}","{""__ref"":""City:1132348""}","Flexible PTO , opportunity to learn for large company not treated like number, diversity","Company moral affected by scandals, had lay offs and sold assets",Flexibility and strong benefits,"""Build confidence""",0,0,sp500
45186211,"""2021-04-07T20:06:18.380""",4,"""NO_OPINION""","""POSITIVE""",4,3,3,3,"""POSITIVE""",2,4,8876,FALSE,6,"""REGULAR""",2021,"{""__ref"":""JobTitle:3985""}","{""__ref"":""City:1126872""}",Good Pay Good benefits Hours are decent,Upper management doesn't care how long you've worked with the company they only hire who they want not who is deserves it.,Good Money,null,0,0,sp500
45184797,"""2021-04-07T19:27:49.657""",2,"""DISAPPROVE""","""NEGATIVE""",2,1,3,1,"""NEGATIVE""",3,4,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1127927""}","Pay, pto, insurance coverage, training, good market exposure to businesses","The company cares more about its bottom line than anything else. You should prepare to be eternally under staffed, and with ever increasing expectations, possibly filling two roles at once. Every single thing you do is monitored and measured, and micromanagement is taken to an extreme. The current CEO is attempting to make a decades worth of changes in 6 months, and the employees are suffering for it.","Good pay and benefits, if you don't mind stress","""Stop putting the employees behind everything else on your priorities list.""",0,0,sp500
45183920,"""2021-04-07T18:58:03.720""",5,null,null,0,4,0,0,null,4,4,8876,FALSE,0,"""REGULAR""",2018,"{""__ref"":""JobTitle:55482""}",null,Good team and management work environment,No cons everything was good,Good work environment,"""None""",0,0,sp500
